source,target
上海杰升食品厂,北新泾四川
上海杰升食品厂,北新泾安徽
上海杰升食品厂,锦梅路面店
上海杰升食品厂,朱敏
上海杰升食品厂,冠1
上海杰升食品厂,宜山
上海杰升食品厂,龙水南路
上海杰升食品厂,陈六元
上海杰升食品厂,华曹安徽
上海杰特食品有限公司,浦江饭店
上海洁诺酒店用品有限公司,上海龙象海鲜大酒店有限公司
上海捷仪经贸有限公司,上海龙辉餐饮管理有限公司仲盛世界商城店
上海今城粮油商贸有限公司,上海牡丹酒家经营管理有限公司餐饮分公司
上海今城粮油商贸有限公司,上海宁江大酒店有限公司
上海今凯实业有限公司,上海新欧尚超市有限公司嘉定店
上海今凯实业有限公司,上海新欧尚超市有限公司金都路店
上海金旦食品有限公司,上海青浦区行知民办小学
上海金丰裕米业有限公司,上海莲源物流有限公司望园路分公司
上海金富,上海江杨农产品物流有限公司
上海金富食品有限公司,上海虹腾农副产品市场经营管理有限公司
上海金富食品有限公司,上海绿叶农副产品市场经营管理有限公司
上海金富食品有限公司,上海长风集贸市场经营管理有限公司
上海金富食品有限公司,上海大华二村集贸市场经营管理有限公司
上海金富食品有限公司,上海新徐虹农副产品市场经营管理有限公司
上海金富食品有限公司分公司,上海华丰副食品商场
上海金富食品有限公司分公司,上海盛怡农副产品市场经营管理有限公司
上海金富食品有限公司分公司,上海宝江集贸市场经营管理有限公司
上海金富食品有限公司分公司,上海兆基农贸市场经营管理有限公司
上海金富食品有限公司分公司,上海晋湘餐饮有限公司
上海金富食品有限公司分公司,上海龙珠集贸市场经营管理有限公司
上海金富食品有限公司分公司,江3
上海金富食品有限公司分公司,漕河泾菜市场
上海金富食品有限公司分公司,上海新泉农副产品市场管理有限公司新甘北生鲜市场管理分公司
上海金富食品有限公司分公司,上海锦湘隆餐饮管理有限公司
上海金富食品有限公司分公司,江1
上海金供农副产品配送中心,上海强丰果蔬种植专业合作社
上海金亥食品有限公司,上海浦众农贸市场经营管理有限公司
上海金磊食品有限公司,上海龙辉餐饮管理有限公司时代广场店
上海金锣食品有限公司,上海市宝山区共江集贸市场经营管理有限公司
上海金锣哲远食品销售公司,上海淞南农副产品市场经营管理有限公司
上海金锣哲远食品销售公司,上海郝优餐饮管理有限公司二分公司
上海金锣哲远食品销售公司,上海龙景轩餐饮管理有限公司
上海金锣哲远食品销售有限公司,上海绿叶农副产品市场经营管理有限公司月浦三村市场分公司
上海金锣哲远食品销售有限公司,上海呼玛商品交易市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海邦手集贸市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海绿叶农副产品市场经营管理有限公司盘古路市场分公司
上海金锣哲远食品销售有限公司,家乐福（金桥店）
上海金锣哲远食品销售有限公司,上海盛桥农贸市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海民鑫农贸市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海繁安综合市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海大昌集贸市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海祥德农副产品市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海绿叶农副产品市场经营管理有限公司团结路分公司
上海金锣哲远食品销售有限公司,上海绿叶农副产品市场经营管理有限公司同泰北路市场分公司
上海金锣哲远食品销售有限公司,上海月盛百货市场经营管理有限公司春雷路农副产品市场分公司
上海金锣哲远食品销售有限公司,上海绿叶农副产品市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海三门农贸市场经营管理有限公司
上海金锣哲远食品销售有限公司,昆山润华商业有限公司上海松江分公司
上海金锣哲远食品销售有限公司,上海环镇集贸市场经营管理有限公司
上海金锣哲远食品销售有限公司,菊泉菜市场
上海金锣哲远食品销售有限公司,上海宝山鱼塘市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海庆安集贸市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海宝江集贸市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海振新市场经营管理有限公司
上海金锣哲远食品销售有限公司,上海绿叶农副产品市场经营管理有限公司步云农副产品市场经营管理分公司
上海金锣哲远食品销售有限公司,上海嘉定嘉保集贸市场经营管理有限公司
上海金锣哲远食品有限公司,上海红林农副产品市场经营管理有限公司
上海金锣哲远食品有限公司,上海高跃农贸市场经营管理有限公司
上海金锣哲远食品有限公司,上海香逸湾农副产品市场经营管理有限公司
上海金锣哲远销售有限公司,上海嘉定菊胜集贸市场经营管理有限公司
上海金木风酒业股份有限公司,上海聚合食品有限公司
上海金山乐购生活购物有限公司,益海嘉里食品营销有限公司
上海金山区,上海依涛食品有限公司
上海金膳食品贸易有限公司,上海二十一世纪酒店有限公司
上海金文食品有限公司,上海龙辉餐饮管理有限公司荣乐西路店
上海金文食品有限公司,上海龙辉餐饮管理有限公司百联又一城店
上海金文食品有限公司,上海龙辉餐饮管理有限公司南京西路店
上海金文食品有限公司,上海龙辉餐饮管理有限公司七莘路店
上海金文食品有限公司,上海龙辉餐饮管理有限公司真北路店
上海金文食品有限公司,上海龙辉餐饮管理有限公司八佰伴店
上海金文食品有限公司,上海龙辉餐饮管理有限公司淀山湖大道店
上海金文食品有限公司,上海龙辉餐饮管理有限公司虹口龙之梦店
上海金文食品有限公司,上海龙辉餐饮管理有限公司航南公路店
上海金文食品有限公司,上海悦翠贸易有限公司叶翠酒家
上海金文食品有限公司,上海展富食品有限公司
上海金文食品有限公司,上海樟鸿贸易有限公司
上海金文食品有限公司,上海龙辉餐饮管理有限公司张杨路店
上海金文食品有限公司,上海龙辉餐饮管理有限公司仲盛世界商城店
上海金文食品有限公司,上海龙辉餐饮管理有限公司世博大道店
上海金文食品有限公司,上海龙辉餐饮管理有限公司时代广场店
上海金文食品有限公司,上海龙辉餐饮管理有限公司长泰广场店
上海金文食品有限公司,上海好客农业科技发展有限公司
上海金文食品有限公司,上海龙辉餐饮管理有限公司莘庄龙之梦店
上海金文食品有限公司,上海龙辉餐饮管理有限公司周浦万达店
上海金文食品有限公司,上海龙辉餐饮管理有限公司南方商城店
上海金文食品有限公司,上海龙辉餐饮管理有限公司东郊百联店
上海金文食品有限公司,上海龙辉餐饮管理有限公司闸北大悦城店
上海金文食品有限公司,上海龙辉餐饮管理有限公司大宁国际广场店
上海金文食品有限公司,上海龙辉餐饮管理有限公司正大广场店
上海金文食品有限公司,上海龙辉餐饮管理有限公司新松江路店
上海金文食品有限公司,上海龙辉餐饮管理有限公司宁国路店
上海金文食品有限公司,上海龙辉餐饮管理有限公司五角场店
上海金文有限公司,上海金文食品有限公司
上海金文有限公司,上海樟鸿贸易有限公司
上海金文有限公司,广州安城人参有限公司
上海金像食品有限公司,上海莲源物流有限公司望园路分公司
上海金业食品经营部,上海二十一世纪酒店有限公司
上海金怡果蔬种植专业合作社,上海西郊国际农产品交易有限公司
上海金优远洋渔业有限公司,上海日生食品物流有限公司
上海金钟粮油有限公司,航豫（上海）餐饮有限公司
上海津丰食品有限公司,上海日生食品物流有限公司
上海津香食品有限公司,家乐福柳州路店
上海津香食品有限公司,义乌市水木食品有限公司
上海津香食品有限公司,上海市闵行区金锦弘食品经营部
上海津香食品有限公司,西安市东勋食品有限公司
上海津香食品有限公司,厦门席裕贸易有限公司
上海津香食品有限公司,南通景福斋食品有限公司
上海津香食品有限公司,天津鑫海源食品有限公司
上海津香食品有限公司,上海至多实业有限公司
上海津香食品有限公司,深圳麦士金实业有限公司
上海津香食品有限公司,上海庆云斋食品有限公司
上海津香食品有限公司,上海众记食品销售有限公司
上海津香食品有限公司,上海贪吃小站食品有限公司
上海津香食品有限公司,上海川岛食品有限公司
上海津香食品有限公司,宁波大库商贸有限公司
上海津香食品有限公司,上海婆大食品有限公司
上海津香食品有限公司,上海美莲园食品有限公司
上海津香食品有限公司,重庆善品园食品有限公司
上海津香食品有限公司,乌鲁木齐好运达商贸有限公司
上海津香食品有限公司,沈阳市和平区福万家食品商行
上海津香食品有限公司,上海凡家香食品有限公司
上海津香食品有限公司,嘉兴市凯洁贸易有限公司
上海津香食品有限公司,南京乾壹祥实业有限公司
上海锦臣文英食品有限公司,上海华晨食品有限公司
上海锦翠食品有限公司,上海国家会计学院
上海锦翠食品有限公司,上海沪翠餐饮有限公司
上海锦翠食品有限公司,上海悦翠贸易有限公司叶翠酒家
上海锦翠食品有限公司,上海翡翠餐饮有限公司
上海锦翰国际贸易有限公司,上海外高桥进口商品直销中心有限公司
上海锦江国际饭店有限公司帆声饼屋,新长发
上海锦江国际饭店有限公司帆声饼屋,三阳
上海锦江国际饭店有限公司帆声饼屋,老同盛
上海锦江国际饭店有限公司帆声饼屋,国际饭店西饼屋
上海锦江国际饭店有限公司帆声饼屋,邵万生
上海锦江麦德龙商场,上海市浦东新区北蔡镇陆家庄菜馆
上海锦江麦德龙现购自运有限公司,上海市邮政速递物流有限公司（食堂）
上海锦奇食品有限公司,上海外高桥保税区实验小学
上海锦奇食品有限公司,上海浦勤餐饮管理有限公司
上海锦奇食品有限公司,上海市浦东新区学前小学
上海锦奇食品有限公司,上海市育民中学
上海锦奇食品有限公司,上海市杨园中学
上海锦奇食品有限公司,上海市凌桥中学
上海锦奇食品有限公司,上海市浦东新区明珠森兰小学
上海锦奇食品有限公司,上海朗富快餐盒饭有限公司
上海锦溢肉类经营部,上海市普陀区辉仁华饭店
上海锦域商贸有限公司,浦江饭店
上海进口水果批发市场,上海双峰农贸市场经营管理有限公司
上海进生食品有限公司,上海美林阁溧阳餐饮有限公司
上海劲禾贸易有限公司,上海瑞凯伊德食品有限公司
上海劲馨食品有限公司,上海天茂餐饮有限公司
上海劲馨食品有限公司,上海闵行区鸿蠃饭店
上海晋福贸易有限公司,上海外高桥进口商品直销中心有限公司
上海京家粮油(金龙鱼）,上海冉惠物资经营部
上海京家粮油有限公司,益海嘉里食品营销有限公司
上海京家粮油有限公司,上海瑟昱商贸有限公司松隐分店
上海京家粮油有限公司,上海金山龙洁食品商行
上海京家粮油有限公司,上海市金山区升港食品商店
上海京家粮油有限公司,上海市金山区邱官坤食品店
上海京家粮油有限公司,上海强丰果蔬种植专业合作社
上海京家粮油有限公司,上海市奉贤区佳明百货店
上海京家粮油有限公司,复中市场
上海京家粮油有限公司,上海市金山区钗东百货商店
上海京家粮油有限公司,金山区松隐镇根生经营部
上海京鹏食品原料供应有限公司,上海易初莲花连锁超市有限公司正大广场店
上海经泰油脂有限公司,华生涂料
上海经泰油脂有限公司,平湖农药厂
上海经泰油脂有限公司,竹筷子餐饮
上海经泰油脂有限公司,玉成粮油
上海经泰油脂有限公司,上海联峰为化用品有限公司
上海经泰油脂有限公司,晋拓电子食堂
上海经泰油脂有限公司,金发粮油
上海经泰油脂有限公司,布勒食品制造
上海经泰油脂有限公司,成玉粮油
上海晶采轩餐饮管理有限公司静安分公司,上海市晶采轩餐饮有限公司静安分公司
上海精升商贸有限公司,益海嘉里食品营销有限公司
上海精彦食品冷冻有限公司,上海松江绿地商业管理有限公司
上海景赫贸易有限公司,极乐汤（上海）沐浴管理有限公司
上海景利飞酒业,上海悦采芳实业有限公司
上海景利飞酒业有限公司,上海丰培食品有限公司一分公司
上海景利飞酒业有限公司,上海津香食品有限公司
上海景瑞农业科技发展有限公司,上海泗泾大润发商贸有限公司
上海景瑞农业科技发展有限公司,上海莲源物流有限公司
上海景瑞农业科技发展有限公司,上海新欧尚超市有限公司嘉定店
上海景瑞农业科技发展有限公司,上海欧尚超市有限公司
上海景瑞农业科技发展有限公司,上海易初莲花连锁超市有限公司正大广场店
上海景瑞农业科技发展有限公司,上海宝山罗店大润发商贸有限公司
上海景瑞农业科技发展有限公司,上海家得利超市有限公司花木店
上海景彦食品,上海绿地优鲜超市有限公司宝山大华三路分公司
上海景绎贸易有限公司,上海二十一世纪酒店有限公司
上海景裕食品有限公司,上海锦华酒店管理有限公司
上海景煜快餐管理有限公司,上海培佳双语学校
上海敬亭蔬菜专业合作社,内蒙古小肥羊餐饮连锁有限公司上海东方路餐厅
上海靖肇贸易有限公司,上海顶发食品有限公司
上海静安粮油制品厂有限公司,上海汇丰粮油食品有限公司
上海静安区笃来食品销售店,上海绩成餐饮有限公司
上海静业包装材料有限公司,上海新景西餐食品有限公司
上海炯玉商贸有限公司,上海杨浦唐宫海鲜舫有限公司
上海九亭海鲜批发市场,上海泓沁农副产品市场经营管理有限公司
上海九亭松沪市场,上海美天副食品市场经营管理有限公司虹康分公司
上海九味实业有限公司,上海客祥超市有限公司
上海九雅堂食品有限公司,李先生
上海九雅堂食品有限公司,北京鹏程
上海九雅堂食品有限公司,周先生
上海九雅堂食品有限公司,白先生
上海九州通医药有限公司,上海健一网大药房连锁经营有限公司
上海久控实业有限公司（水产）,上海松江绿地商业管理有限公司
上海久益农副菜品配送有限公司,上海市青浦区赵巷幼儿园
上海久益农副产品配送有限公司,上海市青浦区大盈幼儿园
上海久益农副产品配送有限公司,上海市青浦佳佳幼儿园
上海久益农副产品配送有限公司,上海市阳阳幼儿园
上海久益农副产品配送有限公司,上海市青浦瀚文小学
上海居昌贸易有限公司,上海鑫福昌工贸有限公司
上海居昌贸易有限公司,上海南汇乐购生活购物有限公司
上海居昌贸易有限公司,上海联家超市有限公司柳州店
上海居昌贸易有限公司,上海莲源物流有限公司望园路分公司
上海居昌贸易有限公司,上海金山乐购生活购物有限公司
上海桔榕贸易有限公司,上海紫燕食品有限公司
上海巨匠咖啡食品有限公司,南京多丰食品有限公司
上海巨匠咖啡食品有限公司,长沙正集食品贸易有限公司
上海巨匠咖啡食品有限公司,上海益客滋实业有限公司
上海巨匠咖啡食品有限公司,杭州帝华咖啡设备有限公司
上海巨匠咖啡食品有限公司,天津中南典雅咖啡
上海巨匠咖啡食品有限公司,温州红顶咖啡商行
上海巨匠咖啡食品有限公司,上海顺嘉贸易有限公司
上海巨匠咖啡食品有限公司,大连爱仕德贸易有限公司
上海巨匠咖啡食品有限公司,上海少轩贸易发展有限公司
上海巨匠咖啡食品有限公司,上海家味贸易有限公司
上海巨匠咖啡食品有限公司,深圳真品咖啡
上海巨匠咖啡食品有限公司,山西喜利源贸易有限公司
上海巨匠咖啡食品有限公司,易咖啡工作室
上海巨匠咖啡食品有限公司,北京密斯餐饮管理有限公司
上海巨匠咖啡食品有限公司,成都德裕伟业商贸有限责任公司
上海巨匠咖啡食品有限公司,赋诗特电子商务有限公司
上海巨匠咖啡食品有限公司,合肥顺源咖啡商贸行
上海巨匠咖啡食品有限公司,宁波欧帝食品有限公司
上海巨匠咖啡食品有限公司,漳州市章贡区迪乐美食营销部
上海巨匠咖啡食品有限公司,昆明咖博贸易有限公司
上海巨匠咖啡食品有限公司,吉林省醇品商贸有限公司
上海巨匠咖啡食品有限公司,北京酷迪亚商贸有限公司
上海巨匠咖啡食品有限公司,上海正广和汽水有限公司
上海巨匠咖啡食品有限公司,上海广禧贸易有限公司
上海巨匠咖啡食品有限公司,上海逆袭贸易有限公司
上海巨匠咖啡食品有限公司,上海技嘉
上海巨匠咖啡食品有限公司,吉诺咖啡商城
上海巨匠咖啡食品有限公司,上海意龙咖啡
上海巨匠咖啡食品有限公司,海口市诚品商行
上海巨匠咖啡食品有限公司,杭州艾薇咖啡器具有限公司
上海巨匠咖啡食品有限公司,郑州亚帝咖啡
上海聚合食品有限公司,芙蓉鹅熟食店
上海聚合食品有限公司,奇鼎熟食店（中原店）
上海聚合食品有限公司,浩天熟食店
上海聚合食品有限公司,贺春生熟食店
上海聚合食品有限公司,海心熟食店
上海聚合食品有限公司,雨润熟食店
上海聚合食品有限公司,花木镇山山熟食店
上海聚合食品有限公司,刘永年熟食店
上海聚合食品有限公司,信德过熟食店
上海聚合食品有限公司,彩霞熟食店
上海聚能食品原料销售有限公司,上海花冠营养乳品有限公司
上海聚能食品原料销售有限公司,上海锦江国际饭店有限公司帆声饼屋
上海聚仙贸易有限公司,上海龙辉餐饮管理有限公司大宁国际广场店
上海聚仙贸易有限公司,上海龙辉餐饮管理有限公司仲盛世界商城店
上海聚仙贸易有限公司,上海龙辉餐饮管理有限公司南京西路店
上海聚仙贸易有限公司,上海龙辉餐饮管理有限公司七莘路店
上海聚誉食品销售有限公司,上海宝隆宾馆有限公司
上海爵瑞国际贸易有限公司,上海行怡食品贸易有限公司
上海军丹食品销售有限公司,上海市宝山博士娃幼儿园
上海军丹食品销售有限公司,上海丽铭酒店经营管理有限公司
上海军工路国太综合市场经营管理有限公司,上海朗富快餐盒饭有限公司
上海军工路国太综合市场经营管理有限公司,上海康胜快餐有限公司
上海军工路国太综合市场经营有限公司,上海三门农贸市场经营管理有限公司
上海军工路批发市场,上海大昌集贸市场经营管理有限公司
上海军工路批发市场,上海逸骅集贸市场经营管理服务部
上海均民商贸有限公司(生鲜),上海联华超市发展有限公司-加盟店-系统
上海君宏博贸易有限公司,上海华晨食品有限公司
上海君平调味品,上海龙景轩餐饮管理有限公司
上海俊德包装材料有限公司,上海瑞凯伊德食品有限公司
上海俊杰食品经营部,上海浦众农贸市场经营管理有限公司
上海骏丰食品有限公司,大华食品
上海骏丰食品有限公司,温州仟佰汇
上海骏丰食品有限公司,昌德食品
上海骏果实业有限公司,上海闵行港澳大润发商贸有限公司
上海骏果实业有限公司,上海新欧尚超市有限公司嘉定店
上海骏果实业有限公司,上海新欧尚超市有限公司外高桥店
上海骏果实业有限公司,上海新欧尚超市有限公司金都路店
上海骏果实业有限公司,上海欧尚超市有限公司
上海骏果实业有限公司,上海宝山罗店大润发商贸有限公司
上海骏果实业有限公司,宁波欧尚超市有限公司上海嘉定澄浏店
上海骏果实业有限公司,佳农食品（上海）有限公司
上海骏果实业有限公司,上海新欧尚超市有限公司金科路店
上海骏果实业有限公司,上海欧尚超市有限公司闵行店
上海骏果实业有限公司,宁波欧尚超市有限公司上海嘉定澄浏店
上海骏果实业有限公司,上海新欧尚超市有限公司蒙山北路店
上海卡曦诺贸易公司,水舍酒店（上海）有限公司
上海开心蔬菜有限公司,上海市青浦区嵩华小学
上海开展贸易有限公司,上海日生食品物流有限公司
上海凯耗贸易有限公司,上海市洁斯餐厅
上海凯红工贸有限公司,上海瑞凯伊德食品有限公司
上海凯健实业有限公司,上海日生食品物流有限公司
上海凯尼实业有限公司,望赤（上海）餐饮管理有限公司正大广场分公司
上海凯泉食品有限公司,浦江饭店
上海康尔瑞食品有限公司,上海顶发食品有限公司
上海康尔瑞食品有限公司（山东得利斯）,上海顶发食品有限公司
上海康福豆制品厂,上海韶梦餐饮有限公司
上海康华粮食批发经营部,上海香逸湾农副产品市场经营管理有限公司
上海康华粮食批发经营部,上海呼玛商品交易市场经营管理有限公司
上海康华粮食批发经营部,上海红林农副产品市场经营管理有限公司
上海康力食品有限公司,上海澳莉嘉食品有限公司宝山分公司
上海康仁乐购超市贸易有限公司,益海嘉里食品营销有限公司
上海康胜快餐有限公司,复旦大学附属小学
上海康胜快餐有限公司,上海市格致初级中心学校
上海康胜快餐有限公司,复旦大学第二附属中学
上海康胜快餐有限公司,上海市虹口区第三中心小学
上海康胜快餐有限公司,上海康胜快餐有限公司
上海康味实业有限公司第一分公司,台金兰（滨江百联店）
上海康味实业有限公司第一分公司,台金兰（置地店）
上海康味实业有限公司第一分公司,台金兰（太平洋淮海店）
上海康味实业有限公司第一分公司,台金兰（仙乐斯店）
上海康味实业有限公司第一分公司,台金兰（金虹桥店）
上海康味实业有限公司第一分公司,台金兰（虹口店）
上海康味实业有限公司第一分公司,台金兰（吴江路店）
上海康味实业有限公司第一分公司,台金兰（龙之梦店）
上海康味实业有限公司第一分公司,台金兰（武宁店）
上海康味实业有限公司第一分公司,台金兰（名人店）
上海康悦餐饮管理有限公司,上海市临港新城海音幼儿园
上海科翔农业科技有限公司,望赤（上海）餐饮管理有限公司正大广场分公司
上海科银贸易有限公司,上海华晨食品有限公司
上海可迪食品有限公司,上海二十一世纪酒店有限公司
上海可颂食品工业有限公司,上海斗牛士餐饮管理有限公司普陀店
上海肯德基有限公司中华餐厅,中粮（江西）永业有限公司
上海肯德基有限公司中华餐厅,上海亚太国际蔬菜有限公司
上海控江粮油食品有限公司,上海普陀沪村副食品商场
上海酷而乐冻品有限公司,上海志得餐饮管理有限公司
上海快乐柠檬餐饮管理有限公司淮海中路店,上海太全贸易有限公司
上海昆御实业有限公司,上海瑞轩食品有限公司
上海莱娅食品有限公司,望赤（上海）餐饮管理有限公司正大广场分公司
上海莱娅食品有限公司,上海环盛商业有限公司黄浦大时代第四分公司
上海莱娅食品有限公司,水舍酒店（上海）有限公司
上海莱娅食品有限公司,上海环盛商业有限公司世纪大道分公司
上海涞米贸易有限公司,上海巨匠咖啡食品有限公司
上海兰有桂食品有限公司,上海顶发食品有限公司
上海岚申贸易有限公司,上海宝隆宾馆有限公司
上海蓝田食品有限公司,和民餐饮管理（上海）有限公司月星环球商业中心店
上海蓝芝副食品有限公司,上海新亚富丽华餐饮股份有限公司沧浪亭配送部
上海蓝芝副食品有限公司,上海丰裕餐饮管理有限公司鲁班路分公司
上海蓝芝副食品有限公司,上海新亚富丽华餐饮股份有限公司砂锅饭店
上海朗富快餐盒饭有限公司,上海市虹口区第二中心小学
上海朗富快餐盒饭有限公司,上海市虹口区天水路小学
上海朗富快餐盒饭有限公司,上海市霍山学校
上海朗富快餐盒饭有限公司,上海市宝山区红星小学
上海朗富快餐盒饭有限公司,上海市鲁迅中学
上海朗富快餐盒饭有限公司,上海市海南中学
上海朗富快餐盒饭有限公司,上海市第五中学
上海朗富快餐盒饭有限公司,上海市贸易学校
上海朗富快餐盒饭有限公司,上海市黄浦区报童小学
上海朗富快餐盒饭有限公司,上海市华东模范中学
上海捞派餐饮管理有限公司逸仙路分公司,上海捞派餐饮管理有限公司逸仙路分公司
上海老大同食品有限公司,上海三阳南货店食品厂
上海老大同食品有限公司,上海徐南菜市场经营管理有限公司
上海老街西施豆腐坊,上海诚味食品有限公司
上海老街西施豆腐坊,上海金文食品有限公司
上海老街西施豆腐坊,上海玉峰食品有限公司
上海老街西施豆腐坊,上海好客农业科技发展有限公司
上海老牛食品有限公司,北京中冷物流股份有限公司
上海乐得禽畜养殖合作社,上海阳普菜市场经营管理有限公司佳木斯路分公司
上海乐购物流有限公司闵行分公司,上海金山乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,上海松江乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,上海华灵乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,上海都市特易购超市有限公司
上海乐购物流有限公司闵行分公司,特易购商业（上海）有限公司上海沈浦泾路分公司
上海乐购物流有限公司闵行分公司,特易购商业（上海）有限公司上南路分公司
上海乐购物流有限公司闵行分公司,上海奉贤乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,上海七宝乐购购物中心有限公司
上海乐购物流有限公司闵行分公司,上海浦东锦绣乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,上海真北乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,特易购商业（上海）有限公司河南南路分公司
上海乐购物流有限公司闵行分公司,上海南汇乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,特易购商业（上海）有限公司周浦分公司
上海乐购物流有限公司闵行分公司,特易购商业（上海）有限公司大渡河路分公司
上海乐购物流有限公司闵行分公司,上海嘉定乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,上海宝山乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,上海龙华乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,上海莘庄乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,特易购商业（上海）有限公司宁夏路分公司
上海乐购物流有限公司闵行分公司,上海嘉定乐购生活购物有限公司菊园分公司
上海乐购物流有限公司闵行分公司,特易购商业(上海)有限公司莘东路分公司
上海乐购物流有限公司闵行分公司,特易购商业（浙江）有限公司
上海乐购物流有限公司闵行分公司,上海莘松乐购生活购物有限公司
上海乐购物流有限公司闵行分公司,上海康仁乐购超市贸易有限公司
上海乐惠米业有限公司（100228）,上海易买得超市有限公司老西门店
上海乐惠米业有限公司(买断),上海联华超市发展有限公司-加盟店-系统
上海乐惠米业有限公司(买断3),上海联华超市发展有限公司-加盟店-系统
上海乐克吉贸易有限公司,上海市行知初级中学
上海勒文国际贸易有限公司,上海外高桥进口商品直销中心有限公司
上海冷冻三厂,上海益来副食品销售有限公司分公司
上海李泊霖果蔬专业合作社,上海青浦区培英民办小学
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司莘庄龙之梦店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司南方商城店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司东郊百联店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司新松江路店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司航南公路店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司长泰广场店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司月星广场店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司闸北大悦城店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司五角场店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司七莘路店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司仲盛世界商城店
上海里旺贸易有限公司,上海玉峰食品有限公司
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司宁国路店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司世博大道店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司周浦万达店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司真北路店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司大宁国际广场店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司张杨路店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司南京西路店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司大华店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司正大广场店
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司百联又一城店
上海力德尔,上海宴芸农贸市场经营管理有限公司
上海力德尔食品有限公司,B1-0208a七宝第三中学1503a①学生
上海力德尔食品有限公司,B1-0112a哈密路小学3103a①学生
上海力德尔食品有限公司,徽宁路18号
上海力德尔食品有限公司,B1-0707a七宝实验小学1303a①学生
上海力德尔食品有限公司,环真41号
上海力德尔食品有限公司,兴泰65号
上海力德尔食品有限公司,三角地沈
上海力德尔食品有限公司,甘泉206号
上海力德尔食品有限公司,瞿溪路187
上海力德尔食品有限公司,B2-1914a奉贤区西渡学校0302a②学生
上海力德尔食品有限公司,瞿溪路215
上海力德尔食品有限公司,共富王
上海力德尔食品有限公司,清水路小学-学生
上海力德尔食品有限公司,打浦路小戴
上海力德尔食品有限公司,嘉城幼儿园-老师
上海力德尔食品有限公司,城中路小学（总部）-学生
上海力德尔食品有限公司,上海育苑集贸市场经营管理有限公司马陆塘街分公司
上海力德尔食品有限公司,普通小学（总部）-学生
上海力德尔食品有限公司,镇宁路
上海力德尔食品有限公司,梅园幼儿园-学生
上海力德尔食品有限公司,合阳47号
上海力德尔食品有限公司,B1-0704上海实验学校2005①国际部
上海力德尔食品有限公司,奎照路
上海力德尔食品有限公司,B2-1804浦东新区洋泾进修学校4903②
上海力德尔食品有限公司,中光中学--老师
上海力德尔食品有限公司,宝翔海华
上海力德尔食品有限公司,实幼菊园部总部
上海力德尔食品有限公司,桃幼二分部-学生
上海力德尔食品有限公司,马陆荣创江
上海力德尔食品有限公司,B2-1810a民办张江集团学校初中部4901a②学生
上海力德尔食品有限公司,实验小学-老师
上海力德尔食品有限公司,B1-1105a浦江文馨学校0705a②学生
上海力德尔食品有限公司,易买得8号
上海力德尔食品有限公司,武定菜场
上海力德尔食品有限公司,B2-1701a西南工程学校1101a②学生
上海力德尔食品有限公司,交西19号
上海力德尔食品有限公司,B1-0410a马桥实验小学0201a①学生
上海力德尔食品有限公司,B2-1905航头中学（分校）5003②
